Compound_ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Target ChEMBL ID,n_isomers
CHEMBL471056,C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1ccccc1)NC(=O)c1ccc2ccccc2c1,IC50,=,140.0,nM,6.85,CHEMBL998624,CHEMBL2734,1
CHEMBL471259,C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1ccccc1)NC(=O)[C@H]1C[C@@H]1c1ccccc1,IC50,=,30000.0,nM,4.52,CHEMBL998624,CHEMBL2734,1
CHEMBL511648,C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1ccccc1)NC(=O)c1ccc(F)c(F)c1,IC50,=,200.0,nM,6.7,CHEMBL998624,CHEMBL2734,1
CHEMBL513060,Cc1cccc(C(=O)N[C@@H](C)CN2CCC3(CC2)C(=O)NCN3c2ccccc2)c1,IC50,=,27000.0,nM,4.57,CHEMBL998624,CHEMBL2734,1
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,=,3400.0,nM,5.47,CHEMBL1220782,CHEMBL2734,1
CHEMBL2137046,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,IC50,=,74000.0,nM,4.13,CHEMBL1220782,CHEMBL2734,2
CHEMBL1213066,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1cc(Br)c(Br)o1,IC50,=,170.0,nM,6.77,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213067,O=C(NCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)c(F)c1,IC50,=,560.0,nM,6.25,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213068,O=C(NCCN1CCC(n2c(O)nc3ccccc32)CC1)c1cccc2c1-c1ccccc1C2=O,IC50,=,600.0,nM,6.22,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213069,O=C(NCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(Cl)c(Cl)c1,IC50,=,250.0,nM,6.6,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213097,O=C(NCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(Cl)cc1,IC50,=,130.0,nM,6.89,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213099,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)n1c2ccccc2c2ccccc21,IC50,=,1000.0,nM,6.0,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213100,O=C(c1ccc(F)cc1)N(CCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)C(=O)c1ccc(F)cc1,IC50,=,2200.0,nM,5.66,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213140,Cc1ccc(C(=O)NCCN2CCC(n3c(O)nc4ccccc43)CC2)cc1,IC50,=,1100.0,nM,5.96,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213141,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccco1,IC50,=,1400.0,nM,5.85,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213142,C=Cc1ccc(C(=O)NCCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1,IC50,=,1900.0,nM,5.72,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213143,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc[nH]1,IC50,=,1200.0,nM,5.92,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213190,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1cc(Cl)cc(Cl)c1,IC50,=,1900.0,nM,5.72,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213144,COc1cc(C(=O)NCCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc(OC)c1OC,IC50,=,690.0,nM,6.16,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213191,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccccc1Cl,IC50,=,12000.0,nM,4.92,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213274,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(C(F)(F)F)cc1,IC50,=,4300.0,nM,5.37,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213275,O=C(c1ccc(Cl)cc1)N(CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)C(=O)c1ccc(Cl)cc1,IC50,=,2500.0,nM,5.6,CHEMBL1220782,CHEMBL2734,1
CHEMBL1213098,COc1ccc(C(=O)NCCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1,IC50,=,1100.0,nM,5.96,CHEMBL1220778,CHEMBL2734,1
CHEMBL1254495,C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc2ccccc2c1,IC50,=,60.0,nM,7.22,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254577,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc2ccccc2c1,IC50,=,20.0,nM,7.7,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254653,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1cnc2ccccc2c1,IC50,=,63.0,nM,7.2,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254654,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc(F)cc1,IC50,=,6700.0,nM,5.17,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254736,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1cc2cc(F)ccc2[nH]1,IC50,=,25.0,nM,7.6,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254737,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(Cl)c1)c1ccc2ccccc2c1,IC50,=,290.0,nM,6.54,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254822,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(Cl)c1)c1cnc2ccccc2c1,IC50,=,165.0,nM,6.78,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254823,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(Cl)c1)c1ccc(F)cc1,IC50,=,70.0,nM,7.16,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254908,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(Cl)c1)c1cc2cc(F)ccc2[nH]1,IC50,=,73.0,nM,7.14,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254909,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)c(F)c1)c1ccc2ccccc2c1,IC50,=,120.0,nM,6.92,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254996,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)c(F)c1)c1cnc2ccccc2c1,IC50,=,70.0,nM,7.16,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254997,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)c(F)c1)c1ccc(F)cc1,IC50,=,660.0,nM,6.18,CHEMBL1250951,CHEMBL2734,1
CHEMBL1255081,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)c(F)c1)c1cc2cc(F)ccc2[nH]1,IC50,=,100.0,nM,7.0,CHEMBL1250951,CHEMBL2734,1
CHEMBL1255082,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1ccc2ccccc2c1,IC50,=,80.0,nM,7.1,CHEMBL1250951,CHEMBL2734,1
CHEMBL1253820,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1cnc2ccccc2c1,IC50,=,40.0,nM,7.4,CHEMBL1250951,CHEMBL2734,1
CHEMBL1253821,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1ccc(F)cc1,IC50,=,610.0,nM,6.21,CHEMBL1250951,CHEMBL2734,1
CHEMBL1253900,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1cc2cc(F)ccc2[nH]1,IC50,=,30.0,nM,7.52,CHEMBL1250951,CHEMBL2734,1
CHEMBL1253901,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Cl)cc1)c1ccc2ccccc2c1,IC50,=,655.0,nM,6.18,CHEMBL1250951,CHEMBL2734,1
CHEMBL1253988,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Cl)cc1)c1cnc2ccccc2c1,IC50,=,200.0,nM,6.7,CHEMBL1250951,CHEMBL2734,1
CHEMBL1253989,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Cl)cc1)c1ccc(F)cc1,IC50,=,5670.0,nM,5.25,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254081,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Cl)cc1)c1cc2cc(F)ccc2[nH]1,IC50,=,50.0,nM,7.3,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254082,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Br)cc1)c1ccc2ccccc2c1,IC50,=,350.0,nM,6.46,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254576,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Br)cc1)c1cnc2ccccc2c1,IC50,=,360.0,nM,6.44,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254175,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Br)cc1)c1ccc(F)cc1,IC50,=,8000.0,nM,5.1,CHEMBL1250951,CHEMBL2734,1
CHEMBL1254176,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccc(Br)cc1)c1cc2cc(F)ccc2[nH]1,IC50,=,100.0,nM,7.0,CHEMBL1250951,CHEMBL2734,1
CHEMBL2325485,Cc1cccc(N2CNC(=O)C23CCN(C[C@H](C)NC(=O)c2ccc(Br)cc2)CC3)c1,IC50,=,84.0,nM,7.08,CHEMBL2330325,CHEMBL2734,1
CHEMBL2325483,C[C@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(F)cc1,IC50,=,1060.0,nM,5.97,CHEMBL2330327,CHEMBL2734,1
CHEMBL2325482,C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(F)cc1,IC50,=,35.0,nM,7.46,CHEMBL2330327,CHEMBL2734,1
CHEMBL2325488,C[C@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(F)c(F)c1,IC50,=,3450.0,nM,5.46,CHEMBL2330327,CHEMBL2734,1
CHEMBL2325487,C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(F)c(F)c1,IC50,=,120.0,nM,6.92,CHEMBL2330327,CHEMBL2734,1
CHEMBL1907089,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc(F)c(F)c1,IC50,=,355.0,nM,6.45,CHEMBL2330327,CHEMBL2734,1
CHEMBL2325486,C[C@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(Br)cc1,IC50,=,800.0,nM,6.1,CHEMBL2330327,CHEMBL2734,1
CHEMBL2325484,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc(Br)cc1,IC50,=,200.0,nM,6.7,CHEMBL2330327,CHEMBL2734,1
CHEMBL3925090,O=C(NCCN1CCC2(CC1)CNC(=O)N2c1cccc(F)c1)c1ccc2ccccc2c1,IC50,=,20.0,nM,7.7,CHEMBL3889075,CHEMBL2734,1
CHEMBL3947795,C[C@@H](CN1CCC(n2c(=O)[nH]c3cc(Br)ccc32)CC1)NC(=O)[C@@H]1C[C@@H]1c1ccccc1,IC50,=,6400.0,nM,5.19,CHEMBL3889075,CHEMBL2734,1
CHEMBL4594070,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)NC(=O)c1ccc2ccccc2c1,IC50,=,26.0,nM,7.58,CHEMBL4329650,CHEMBL2734,1
CHEMBL3943964,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@@H]2c1ccc(F)cc1)NC(=O)c1ccc(F)cc1,IC50,=,2800.0,nM,5.55,CHEMBL4329650,CHEMBL2734,1
CHEMBL4581260,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)NC(=O)c1ccc(F)cc1,IC50,=,210.0,nM,6.68,CHEMBL4329650,CHEMBL2734,1
CHEMBL4109788,O=C(NCCN1CCC2(CC1)C(=O)NC[C@@H]2c1ccc(F)cc1)c1ccc(F)cc1,IC50,=,3175.0,nM,5.5,CHEMBL4329650,CHEMBL2734,1
CHEMBL3983405,O=C(NCCN1CCC2(CC1)C(O)=NC[C@H]2c1ccc(F)cc1)c1ccc(F)cc1,IC50,=,220.0,nM,6.66,CHEMBL4329650,CHEMBL2734,1
CHEMBL3902347,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@@H]2c1ccc(F)cc1)NC(=O)c1cnc2ccccc2c1,IC50,=,700.0,nM,6.16,CHEMBL4329650,CHEMBL2734,1
CHEMBL4570440,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)NC(=O)c1cnc2ccccc2c1,IC50,=,115.0,nM,6.94,CHEMBL4329650,CHEMBL2734,1
CHEMBL4109224,O=C(NCCN1CCC2(CC1)C(=O)NC[C@@H]2c1ccc(F)cc1)c1cnc2ccccc2c1,IC50,=,450.0,nM,6.35,CHEMBL4329650,CHEMBL2734,1
CHEMBL3923136,O=C(NCCN1CCC2(CC1)C(O)=NC[C@H]2c1ccc(F)cc1)c1cnc2ccccc2c1,IC50,=,60.0,nM,7.22,CHEMBL4329650,CHEMBL2734,1
CHEMBL4448918,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@@H]2c1ccc(F)cc1)NC(=O)c1cc2ccccc2[nH]1,IC50,=,140.0,nM,6.85,CHEMBL4329650,CHEMBL2734,1
CHEMBL4453586,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)NC(=O)c1cc2ccccc2[nH]1,IC50,=,12.0,nM,7.92,CHEMBL4329650,CHEMBL2734,1
CHEMBL4436548,O=C(NCCN1CCC2(CC1)C(=O)NC[C@@H]2c1ccc(F)cc1)c1cc2ccccc2[nH]1,IC50,=,43.0,nM,7.37,CHEMBL4329650,CHEMBL2734,1
CHEMBL4475943,O=C(NCCN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)c1cc2ccccc2[nH]1,IC50,=,2.5,nM,8.6,CHEMBL4329650,CHEMBL2734,1
CHEMBL4591820,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@@H]2c1ccc(F)cc1)NC(=O)C#Cc1ccccc1,IC50,=,4000.0,nM,5.4,CHEMBL4329650,CHEMBL2734,1
CHEMBL4514153,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)NC(=O)C#Cc1ccccc1,IC50,=,150.0,nM,6.82,CHEMBL4329650,CHEMBL2734,1
CHEMBL4584012,O=C(C#Cc1ccccc1)NCCN1CCC2(CC1)C(=O)NC[C@@H]2c1ccc(F)cc1,IC50,=,810.0,nM,6.09,CHEMBL4329650,CHEMBL2734,1
CHEMBL4515874,O=C(C#Cc1ccccc1)NCCN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1,IC50,=,70.0,nM,7.16,CHEMBL4329650,CHEMBL2734,1
CHEMBL3580438,O=C(NCCN1CCC2(CC1)C(=O)NCN2Cc1cccnc1)c1ccc2ccccc2c1,IC50,=,360.0,nM,6.44,CHEMBL4329646,CHEMBL2734,1
CHEMBL4446255,C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(Br)cc1,IC50,=,20.0,nM,7.7,CHEMBL4329646,CHEMBL2734,1
